text,gender
hehehe. na person wey mess dey first shout who mess! *whistling and walking away* lol. https://t.co/izkwrjx1gr,0
when you wanna tweet and fav shit but ur tryna stay low key,1
"tan, eyebrows and nails tomorrow sounds like best day ever_",1
we have has a dreadful day... rain rain and more rain.... so the photos today are out of the lucky bag....lol...... https://t.co/k2sq1t4qhl,1
"someone behind me is asleep and snoring very loudly. i feel you, dude.",1
hopefully i get enough sleep tonight and dont repeat todays shit. cant be falling asleep all day like that,1
the good life is one inspired by love and guided by knowledge.,0
"i did much better this week picking g5 games with a 27-3 record. texas st-usa, usu-sdsu, and utep-fau were my only losses. 46-12 overall.",0
snitchwich and if they're skeptical tell them you've been throwing up and don't want to throw up in the chicken,1
"kendrick is not a headliner in certain areas and with more popular artists on the bill, folks gotta realize that, stop making him look crazy",0
gsi super-quality multi-function mini dv high-definition 3mp camera/camcorder/webcam/voice-recorder for_ https://t.co/5hf3zdbiae,0
one person followed me and 2 people unfollowed me // automatically checked by https://t.co/jmhfsg7kmo,1
johnicecream ok im gonna try the 2 months and 1 month off. ty king john,0
i can't make you appreciate me and i'm not going to try.,1
i just voted for onedirection for artistoftheyear go here https://t.co/fp6h83kd1d and vote for your favorite!  amas onedirection,1
i'm about to pay for 10 dollars of gas w quarters and nickels hahaha the struggle,1
rileymullin i'm glad you enjoy me and the shananagins we get into __,0
going through my pictures from london and i found a picture of a plaque that i took at brantwood. it's a quote from john ruskins.,1
"the dutch king and the minister of foreign affairs are in china this week, ...
https://t.co/m5uwubiukv https://t.co/8ohv1ewp7v",1
"lalakristiansen aww, thank u so much for that! i preciate u listening to my music! my goal is that you'll feel my passion and sincerity &lt;3",1
good afternoon wonderful friends - from paul and turk at forest park!  have a fantastic day! https://t.co/xptymlcgsk,0
have you read this book ? https://t.co/jyprqhmzsq,1
"missing my truck, the beach, and long rides with mama. https://t.co/ubta7kj0hj",1
who links processed meat to cancer -- and vegetarians get smug on twitter - cnn https://t.co/cu8bvuzsto,0
"when you ask a yes or no question and they answer with ""ok""..._",1
wesleylowery in japan every car is the quiet car. and it's kind of nice.,0
"celebrity doppelganger:
hillary clinton and chocolate candy corn",0
"i love the people at this school, oh my gosh. so encouraging and kind.",1
"i just lost reality for a quick 3 minutes. ""codeine crazy"" came on and i stopped everything and just started bumping.",0
le_sexyspirit pya is progressive youth alliance. i came here and it was like that,0
"einstein and his therapist. ""happiness in intelligent people is the rarest thing i know."" https://t.co/lrkyamjozl",0
"~ was the first thing she commented on. 

""hmm. and he still helped you? despite being your mortal enemy in another ~ beyondcelerity",1
im fucking furious and scared and i want to cry and essentially its all over some fucking crisps,1
i liked a youtube video from goldglovetv https://t.co/exqpwlifnl pick up the pace keep talking and nobody explodes,0
say_ross good : and yeah lots! we will catch up tomoz : xxx,1
mrs thornhill is my friend on sc and she def just talked to me about me smoking weed __,1
i swear 2 god i spend my life scheduling and attending meetings,1
"-i love your boobs and ass, and sometimes your face_٪",0
ugh so many people in my office can't deal with any ambiguity in their roles and all i get to deal with is ambiguity.,0
given2tweet it's nice to talk to people and hear them in both ears,0
this electricity business ya bora. i'm getting home just now to darkness and cold food _,1
heatherleatt samfr miconm it is also about the partners of teachers. their employment opportunities and lifestyle.,0
i just ate my weight in chips and salsa. noragrets _ձ_ُ,1
"fitzpatrick says he's multi-tasking, answering reporters' questions and watching raiders tape. nyj",0
"everytime they play that go go shit, i just sit there and look lost_",1
"and because i'm a big idiot all i want to do is smoke &amp; not even move - i'm outside drinking hot cocoa &amp; smoking, yes i know, cancer &amp; all",1
"margaritas and gtaonline, here i come!",0
10 things that can harm your liver https://t.co/7mxplvjkeo  and now you know!  fb,1
yo i just seen this too! _ӵ_ӵ_ӵbruh sonuthakid this shit go hard and that boy therealbobeats ill . go_ https://t.co/vhmsrmejhv,0
while i have the time to get my diet and fitness back on track in definitely using it to the fullest lol.,1
gimme a year or so and i'll be on hot97 rapping for over beats just watch  funkflex,0
and i lowkey be feeding into them.... ___,1
joslinrhodes fine and well northeasthour,0
win a copy of life and death: twilight reimagined by stephenie meyer twilight10 via booksatruestory https://t.co/943ftuzo98,1
yesterday i looked in the mirror and almost shit my pants cause i'm so fucking sexy,0
psa: pickles are fucking gross and should all be destroyed,0
"aesthetic: taking ugly selfies on snapchat, closing my eyes and picking 3 random ppl to send the picture to",0
"toyella its great isn't it, i love having time to do nice things with the kids, and see their smiles.",1
i almost typo'd that as het mettaton and laughed,1
emily_ray99 thank you em and i have!,1
vrizov sadly it۪s about people who eat two pieces of bacon a day and get cancer.,0
this landlord got me and my roomies fucked up we leaving mf _,1
&amp;&amp; not all girls are hoes. some of us care about your personality &amp; not just that your 6ft tall and make good money,1
cierrarozay i can go back to where i came from and run there,1
dansdoublechin and never forget the slender man sighting!!!1!!! so sp00ky &lt;3,0
"hi princess of light eyes _. 
you and a great makeup artist __ .
you are awesome lottie . 
please follow me babe ? _٪_٪ lottietommo x523",1
"peers vote to delay tax credit cuts and to protect those who lose out - politics live

https://t.co/aghukzrril",0
cock hungry honey sucks and fucks a big fake cock https://t.co/gdwgc5eoyz,1
when you on set and the light hits you like fleeeeeek _ https://t.co/onhzah44lo,1
"are ""green"" and infrastructure job programs being considered by politicians to support mn workers?

mnleg
1u 

aaronklemz on am950radio",1
six ways to look as stylish as james bond https://t.co/naujqrbxxh,0
"me_on_average i try and avoid it, too much like hard work _",0
ive been seeing shit that the americans have to say about glenn and i don't know if i can do this,1
"i'm an astronomer. in the past two months i've published on chocolate bars, women's basketball and the digital revolution. what's going on.",0
i wish the best to my exes and my ex best friends.,1
if they don't play safety pin and castaway on the slfl tour i will get on stage and sing it myself till... https://t.co/te1tqsulk4,0
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/kgzwj3wcsm https://t.co/ii9yqdjnwo",0
chloroformghoul should we legalize the sale of rocket launchers and tanks? lead paint? get rid of deq? get rid of the drinking age?,0
mark_brazell5 amazingsprtspic he needs to get healthy and score td's not dance,0
45/101: always love editing a good piece of writing and feel very lucky to get the chance to look_ https://t.co/zhsye3zqyx,1
i could honestly watch curb your enthusiasm and big bang theory awwwwwwlllll day!,1
"join the perdue crew for free product coupons

here  &gt;&gt;&gt; https://t.co/nq35qvuauz",1
"light my fire mealkit 2.0 8-piece outdoor meal and prep kit, green https://t.co/hxokx56t1m https://t.co/zjr0rzor7y",0
and we are done! https://t.co/tzkebroprc,0
sopherz25 i like that idea... we can be whatever we want to be as long as we stop being so sensible and take a few risks. positivethoughts,0
i'm crying over this masterpiece. please please stop what you're doing for a couple of minutes and listen. https://t.co/wxmybsw1ms,0
let's sit on a roof at 3am and talk about life,1
ky_gauffy scienceporn asapscience hahahaha hahahaha these are awesome and if anyone used them on me i would die ___,1
"this one girl had on a bodycon fit peplum mini dress on and wedges. 

second grade.",1
tutelage next to chemicals and then the dangers speaking of duplicity chemicals: wqzelanul,0
_ vintage owls salt &amp; peppers  vintage owls kitchenkitsch https://t.co/tbl0wtb6yq https://t.co/yehjnxgmp9,1
"it  has to be a jamtini of course, vodka and strawberry jam.  lincshour",1
duality of relationships and privacy,0
the conversation between crowley and the darkness in supernatural was lit.,0
dopeydeyes tbh i would try and get a meet and greet again dos im a selfish bitch x,1
meek went from getting his dream girl and having a 1 album that ppl was fucking with to a laughing stock in a matter of like 2 months.,1
whenever you refresh your timeline and no one is tweeting https://t.co/mglib3hocm,1
gazcook it's 1.20pm and a bit rainy today. working on the next great novel. will be back out tomorrow. nice of you to be concerned.,0
"another teenager with more wits than the institutions we trust with our personal data and money talktalk teen

https://t.co/ouxqpkx5jy",1
me and my girl! https://t.co/dygz4ihw4e,0
tabe_juun469 thursday i'm in plano. friday ft worth and sunday dallas! all hyenas comedy clubs. info on their website!,1
reading this meat cancer story and thinking about me and liberienne's fogo days like :-.,1
"[decapitation] more requests, 
lyra and bonbon ! https://t.co/kuul2sbbgq",1
"all my followers and people that i follow. starting today, meat will no longer be part of my diet. all life must be respected.",0
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/5uxcogho6d https://t.co/ii9yqdjnwo",0
shaken and stirred: eight of the best moments from the james bond spectre premiere: see some of the candid sho... https://t.co/0cgroekbel,0
my stomach hurts can someone bring me tea and a hershey's chocolate bar and cuddle me pls and thank you,1
thrills and chills!: tag i created using my part of the o'scrap thrills and chills train. you can download th... https://t.co/2bm5zuluts,1
made in the am and blue neighbourhood are bloody expensive on amazon :\,1
mrplimsole not so sure. think he's good with decent players but for the moment we need organised defence and scrappy results = moyes,0
i just want to hangout and shop with zendaya for a day. i feel like i relate to her personality _,1
nestordaviid i was going 73 and it was just changing from 65 to 55... i was pissed.,1
"""when you do that to me, as an aries and a fucking human being, it pisses me off."" - me",1
my child is leaving and she's not even awake ugh i'm gonna start crying. why is she not awake? !?!?!,1
deleted facebook and it feels so good !!,1
just about to cut into cake and ding happy birthday! chefonrun,1
leesmith2000 i replied the other day about it getting annoying and someone replied 'shat on mark wools' ___,0
"so you guys know i just broke up. last night i met this v nice, intelligent, handsome 33 y/o at the gym and went on a date right then lmfao",0
when country needs help raheel sharif is always ready and nawaz sleeps. raheelisherenawaziswhere https://t.co/j0xc1bgfrx,0
thanks nrcs_fl for the nice coverage of talltimbers1958 quail and fire: leaving a legacy https://t.co/2nfb33wevl via govdelivery,0
hockeygrrls tommydahl halfjewcrew22 i like this. all jedi and stuff. good call!,0
"secbooger i think kyle allen is hurt, both his at his shoulder and between the ears. i feel so bad for the young man.",0
romxlynnn yay! and i miss you too!! i hope youre doing good!_,1
you ever look back and think of the people you lost and kinda miss them but you know you're better off without them,1
maccer1988 shure do it i don't care he stood and looked at me while i was i pollerton saturday,0
and just like that arian foster is out for the season.,0
show me 1 and i'll roll 1,1
what makes spectre bigger and better than skyfall? https://t.co/bgzlwb9hc5 via yahooscreenuk,0
"michaelsheehyjr did exact same to me when fp first started. my exact words: ""i prefer legacy fp"" and he told me to quit bitching..wtf lol",0
walked out of class and it felt like fall and smelled like a niiiice toasty bonfire and i got so stoked,1
now people are being convicted of witchcraft by the dozens i can hardly keep up! now proctors wife is suspect and he is really mad. crucb4,0
"i just want to be accepted for what i am, the way that i am ,and for the reason that i am who i am .",1
"borg antichrists 666 exposed: cesar borgias, a homosexual and mass murderer... white man jesus was a evil man https://t.co/m1qiixlh44",1
"griffinkelton then there's always tazzakitchen with amazing pizza and cocktails but again, not late night!",0
and we've spend the whole day trying on halloween costumes! lol. themostwonderfultimeoftheyear_ https://t.co/81uwcfg96e,1
retroricks28 toasty_vincent ....fly's on a cloud and eats popcorn*this gonna be good,1
i just voted for arianagrande for artistoftheyear go here https://t.co/sshn3rgg5g and vote for your favorite!  amas arianagrande,1
"i bought a free lotto ticket on lucky day. numbers: 5, 10, 11, 14, 4 and lucky number 30. https://t.co/v9xd7ncvqg https://t.co/ghyuvjyflw",0
they have cheesecake cookies here and that's what i'm going to miss the most,1
tiny_chef_829 your family and i would get along. : that's what i look forward to on road trips. fnichat,1
looking forward to watching real housewives tonight.tanyabardo7 and ampikapickston1 always make me lol __,0
sassmikey and it said erected,1
green tea helps u to lose weight too. hence and therefore very impt,1
get 1000 plays for all your soundcloud and reverbnation track's or songs be seen as a top artist. https://t.co/aper9hw6ju,0
"its just me and you and you and me
you and i and your friend fukami sharkbot",1
the very fact that the jeb campaign has to create jebnofilter just shows how scripted and out of touch he really is most of the time.,0
_alex1993_ chloewillsx welhamofficial collieyoungs11 kobsy_07 sophie_rhiannex chloe and kieran's house party? see you all there girls,0
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/1zuvq9pypb https://t.co/kdd0l5uxpo",0
you text me and it's been almost a month . and you ask about something that happened at my school . but can't just text me to say hey _,1
"dani_thomas you haven't to... but remember, that place is full of hurt and tears. if you want to go, you should take lot of wipes...",0
ok but how do i bring up this girl's obvious ill-intent without being labeled crazy and paranoid,1
south carolina's nov. 7 football game at tennessee will kick off at 4 p.m. and be televised by the sec network.,0
sha1 algorithm securing e-commerce and software could break by year۪s end https://t.co/pg6fkbz4jm,0
tbh my fall back game is about to be too strong. you do you and ima do me.,1
"daddy off the aircon, and the room has freaking no ventillation. so damn hot can. and he snoring nicely -.-'",1
you canwin 1 of 3 $100 visa gcs from influencehq_ca and 1 of 5 $100 visa gcs from rbcfirsthome oct 27 at 830pmet  https://t.co/iepexp8gbt,0
tories really need to start addressing the real issue now - tax credits and not constitutional mumbo-jumbo about lords vote.,0
ladies and gentlemen i present to you my mother https://t.co/pqpm989kmd,1
"memorymonday with the dudes modsun and kevin scaff in 2007, and yes im wearing my own band's tshirt https://t.co/1s1pmwghmn",0
i just voted for onedirection for artistoftheyear go here https://t.co/2zg8rxaiuw and vote for your favorite! sept,1
cinderelmo and getting songs stuck in my head :,1
camerondallas i just got my new phone and it's already full of your pics people say i need to get a life i obviously don't since i'm alive,0
wallflower_ish prtxt and later will not fly with national bird? is this the kind of nation gandhi dreamt about?,0
i wish i can just put my head down and sleep all morning in school,1
me and sarah in a conversation lemonjellobab https://t.co/t9ne3ui5ly,1
"a hero is not one that never fall. hey are one that get up, again and again, never losing sight of their dreams.",1
"https://t.co/rielk2ka2f ths 2 the houseoflords 4 sticking it to davidcameron, georgeosborne and ids. i bet the 3 of them are bricking it!",0
idk which one i should keep and which one i should delete rip https://t.co/pq1yhchypp,0
"harry_styles thank you for being so genuine and an incredible human. you're so selfless and humble, would you mind following me?  108,635",0
job applications are funny because i have to pretend i've got my life together but really i'm stressed out and falling apart ______,1
young and beautiful on tv aka me thinking about a certain someone lost in perdition,1
"anyone want a great planner that is cute and customizable? erin condren! if you seen mine, you may have seen how useful it is!",1
zethu_muhle khazicenge please and send me the avi. subambi,1
leave my bitch alone b4 i hunt you down and kill u not a sub lol,0
a size comparison between the titanic and a modern cruise ship https://t.co/fwvof5ji8i,0
phototip public invited to balkan blues: an evening of photography and music on monday ... - pacific universi... https://t.co/4yawpfn2c0,0
"""let's be dudes!"" - marisha_ray and michelemorrow contextwhatiscontext",1
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/ceugbggskr https://t.co/rzr9ehlu75",1
adobecare and then download the upgrade again or will i be able to just install from the lr6 upgrade?,1
why do people post pictures of dead children and babies on facebook? it's seriously fucked. facebook badtaste justno,0
don't get me wrong fall is beautiful and i love it but i'd much rather have summer weather.,1
mysterious space junk is hurtling towards earth and scientists are super excited https://t.co/oj7d1vnwds,0
talktalk_uk hang on you've just admitted sort code and account number were taken. they are on a cheque after all!,0
mechiedeuce news the best celebrity halloween costumes of 2015 https://t.co/ho5cxxcuii,0
caleb and hannah__,0
thanksgiving and christmas break&gt;,1
combotronrobot and will say you're homophobic if you disagree with their biphobia,1
this consent and respect training thing is extremely sexist and impractical.,0
"i finally got to meet my baby and he is the cutest of them all. i love him so much already, my little_ https://t.co/csmo7lwaze",1
"doing vocals for two metal projects and writing an acoustic album at the same time lol. looking for a full time heavy band tho, hmu _",0
when dumb people say racist shit behind you and you wanna say something but your mom has taught you better,1
so now watched twd three times and i'm angry.  so angry.  i've given myself anxiety chest pains and a headache.  wonderful.,1
_________ you done went to college and got grown __ https://t.co/jc7vodtojg,1
"hi harry_styles _
sparksflylarry 's birthday is today!! __
so can you make her dream come true,
and follow her? pls, she loves you _ե 
-184",0
"""building a relationship starts with having each other's instructional book and knowing what each others needs... https://t.co/44foxyiead",1
people like that are why yelp and online reviews are completely fugazi to me. how you complain about getting hooked up,0
coffee and tea on tap https://t.co/orapujld4a,1
"okay, checking out drdrewhln and they have diamond and pink on their. donaldtrump",0
when you got the free house and no company _,1
"mrsapinter thank you, i need to some great and much needed advice. i'll contact you..",1
will and pleasure effectiveness sources while and bride-to-be: zsmrai,1
"portugal had 1% of their population of heroin and when they began enforcing policies to connect with those addicts, heroin use dropped 50%",1
roshalay that was an episode of vikings and i love dramas and movies,0
"i woke up in a good mood, my teacher cancelled class so i was done with everything at 10:50 did my homework and now i can chill __",1
"photo: kaylee from firefly is drawing no. 283 for 2015. this was a drawing i couldn۪t finish as ace, and... https://t.co/nhblaa5jix",0
rachaelfisher02 jamesedwards111 come to mine before james and we will get it done before?,0
dinthed thepagewillturn and here i thought there were different backgrounds &amp; lighting...,1
khamenei compelled to approve nuclear deal paves way for future violations and stonewalling https://t.co/pbuta3dsuq iran irandeal unsc,0
love yourself and love those around you and love the place you're at right now because nothing is permanent and things can change so quickly,1
i've been listening to this daily at work. and i don't see anything wrong with that. brony https://t.co/0exvppkuyh,1
i'm at busch gardens and i'm gonna die alrighty peace,1
iwoot it seems the pre-xmas giveaway email i got earlier didn't actually contain any unique code _٪ and nothing is applied when i checkout.,1
"she like a certain type of nigga, and its clear im not that guy",0
awake and i just cant,1
antique brass padlock with 6 levers and by oldsilkroute https://t.co/7jmmgad3l0 via etsy,1
"ame__thyst yep, i write for a metal website. except we review metal bands. we don't do linkin park and limp bizkit.",0
"15 new followers in the last week and it is more than just stats, i use it for growing my account! try it https://t.co/251bxz4ei7",1
cmonteithfaux *she looked at him and she kissed him deeply she held on to him wile she kissed him even more*,1
one woman married to 2 men. the 2 men are also married to eachother. and they all live as one big happy family,1
im out of both tea and coffee im in hell,1
"impactgroupdt 38_degrees universality as a reflection of national identity, separate from state and of progressive public interest.",0
sometimes i forget how ppl are and i ask them for things... my fault,0
ashleyeverett21 i woll hotspot my ipad and sen exvlidove pics,1
"on https://t.co/rmhlo2vaex they're explaining how you can't name a variable in js w/ a number first and the ex. was:
var 99problems;
_",1
in dc. we went to the national basilica and saw very intricate things. https://t.co/jedemm7clg,1
"yacht09 maddow so true james "" we need some daylight between the candidates and the press their enslaved to but how ? -jw maddow",0
i just got back from the gym and i want to shower but someone is doing maintenance in another part of the house and it feels obliquely rude.,1
want more inner peace and success? watch the new free 4-part video series here =&gt; https://t.co/hgh1wwqkjc,1
oleg cassini black tie 80's beaded and sequined silk top https://t.co/jnccamooeq ebay,1
torn between being productive and getting a lot of stuff done or crawling into bed to forget my responsibilities and watch netflix,0
i survived my first thirteen hour shift and it really wasn't all that bad,1
"sayjamie btw, are you and martina going to bring me the horizon/pvris next month? london date?",0
trying to explain what's going on in your head when you don't even understand it yourself is just so stressful and painful,1
some people can have whatever they want in a relationship and still do something to fuck it up,1
i seriously can never settle for anything and it's annoying,1
so it's halloween in less than a week and i couldn't be more excited! ____,1
baileemadison i felt like this really recently and it makes me feel at ease knowing others have felt the same __ https://t.co/q8kyzdniri,1
sometimes you just gotta sit down and evaluate life. figure why you at where your at. _,0
matthealey nflgamepass because they continually don't care and it's a terrible service,0
jonahgreen who's excited about my contest on chosen?? i'm gonna be judging your lip syncing videos for now you know and picking a winner :,0
"kill me and my friends hah!
i can't with me and my classmates! _ but i love my friends! _ love_ https://t.co/dss5sabgg8",1
i do stuff for you and now you won't text back.. hmm,1
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/sfhjcghw5l https://t.co/mco41n1jzy",0
"reticentdeceit of course he is. she jogs up the steps, hair pulled back and uniform, including knee pads, on and clears her throat.",1
because abandoned buildings get to me and the clouds were just right https://t.co/xlyf50u0wj,1
essencemag i disagree with the term 'prolife' instead it's anti choice since family planning and termination of pregnancies saves lives,1
just got a twitter message that 300 people have seen my trump post with eliott and carter. wow. succgod,0
"beautiful baby albums now available: 20cm x 20cm, 20 pages with personalised colour overwriting and raised... https://t.co/bpurwcyxpm",1
caught somewhere between being tired of your bullshit and being too sensitive,1
ihonkedatyoubecause i'm in a hurry to get home and binge watch netflix __щ__ҽ,1
"i was born and raised ina hood nigga, so growing up a hood nigga i earned all my stripes____",0
origamiyoda my artist ss think this is a good rule and wish their lairs were thus respected.,1
kiannaletrice and the boys chase after,1
just had a first real massage and i had knots in places i didn't think knots could be,1
when u remember getting electrocuted by the pool and cry bc summer and your bff: https://t.co/3aec0thdlf,1
you will never have the same love twice and you have to know that that's okay,1
"frogsowar which remaining road game, between oklahoma state and oklahoma, do you think poses the greatest challenge?",0
when your professor try to come for you in class and you have to put him in his place in front of the class,1
"your top 16 on smash 4 was a cheat fluke and you know it. you're a joke.
 
esgsmash rigged ssb4  https://t.co/dtubaaz9ej",0
"cabled ear warmers! available in my shop in other sizes and colors! 
checkitout greatgift_ https://t.co/rbrqm5mcvy",1
what makes us care? a story about an individual and being part of something positive. how can nonprofits harness the power of these? bbcon,1
ellie27zzzzzzz its like drawing out sporting animals and characters to be simple xd,0
golfchannel you would think he and elen would have produced cuter kids. no offence,0
so if you were sincere i would like to thank you very much and appreciate your gesture to make me feel good about myself :',0
happy birthday to my friend iliix9_ i love you and i love you. that is all.,0
"gaponsonby kdugdalemsp i think i must be getting really old and out of touch, because i can't even guess at what that might mean!",0
"whoisrico that she is , like and share my page ? _ https://t.co/vwgvh8j1vz",1
i just really need my hair to grow and my skin to clear,1
deloitte digital solution selling at oow15 helps companies innovate and monetize deloitteoracle oracle https://t.co/ykumfangyb,0
"could be happier and thankful to work with such a talented passionate, dedicated, team! sebashei and... https://t.co/zwtvmiq4t2",0
i am now going to spend 1 hour and 9 minuet of my life watching your vlog _____ُ_ romanatwood,0
"kalelkitten my top 3:
1. lion king
2. lilo and stitch
3. peter pan 
honorary mention: the jungle book",1
"maaryll common courtesy. you can't just go to their shop, use their comfy seats and wifi and dip without giving them something in return.",1
hey i miss you guys and all of our fun &amp; crazy nights _ reunite pls https://t.co/lqwbun0h07,1
with phillip dorsett out for a month or so i think it's time to promote dc_chillin_8 and see what he can do weneedaspark colts,0
i only been into fx for a few days and i've already been snatched i can't believe this,1
all i eat is raisin bran and panda express and bbq chips,0
"tboylan89 all of the sudden you and nicole were gone, and someone else was moving in. i hope you are doing well. tell nicole that we say hi",0
"jasonritter masoniolga _merp_derp_ my fanart ford in dungeons,dungeons and more dungeons __ϭ gravityfalls https://t.co/h0bhks9vmb",1
i bought a new book and i'm already hooked,0
those bitches that you walk and listen to their story but make you walk into people and poles just to hear it are just not worth it,0
and my big strikes again! ___ https://t.co/4ivsvosdl4,1
"long lashes, pretty and natural looking loveit clumpfree gotitfree ablastforeverylash",1
annasaccone when u uploading the haul of emilas and eduardos halloween clothes haul ??,1
jacksonville24 hahahahahahah!!! and got the audacity to want to jump on the man in celebration ... smh,0
listen to this and sing along to every song like i am doing right now.  https://t.co/4ad1ffinyl,1
"""ferolinleamae: macaspacxx: lepitennicell9: dallasxford: knxbluehearts: opao0608: jesus is the way, the truth, and the life 

psyahas 
pu_",1
"laurenkparsons and the taste, amiright?",0
"yo toe draggin', swaggin' nate13burleson what are your keys for the seahawks and cowboys game on sunday? seahawks gonna win anyway curious",0
what if glenn is alive and theyre just distracting us and rick is really the one thats gonna go bye bye  https://t.co/qxtg3w6fkw,1
this is fucking beautiful and awesome __ https://t.co/u1sh2comv5,0
can't trash talk the goat on a basketball court and not expect him to deliver hot and ready baskets,0
you act like you cant pause and not say the word you dumb fuck https://t.co/hvwvxzfxhh,1
so close to just texting and snapping song lyrics at people. full emo girl status and it's only 3pm monday.,1
"open nexus, two on enemy team dead, 2 inhibs down. my team rushes for baron as i ping desperately on the nexus. they get wiped and we lose.",1
are you and olivia still friends  nah https://t.co/ywkwzluvdn,1
if you want a guide on how to not use palantir and relational charts https://t.co/6drhowa7lx,0
jaymohr37 and now jpp has a prosthetic hand spurrier jaymohrsports,0
wright3ous fading in and out.. fire dept showed up and dude never moved. sad,0
3 people followed me and 11 people unfollowed me // automatically checked by https://t.co/qf4lu7pqay,1
i just entre the code and wont let me play https://t.co/izll4ezglv,0
the muslim brotherhood: the organization and policies of a global islamist movement  https://t.co/mcfecy6mf4 https://t.co/mdrcjj00if,0
"stvgrant spfl what, and use up seven seconds of the 90 seconds they dedicate to each game?",0
"multi grammy winning artist and wetv star tina campbell's ""an evening with tina campbel... https://t.co/vrfvqy2zc2 https://t.co/0vararxkmf",1
kind of annoying when you ask someone almost everyday for money and a month later you still don't get any. why am i so nice ___,1
"beauty and the beast's forgotten, worst house servant",1
and there are not many around _,1
"""hot chocolate and panini to go""
problem wickedskengman https://t.co/f3antvpfbw",0
"so just hope for the best,
and just say, ""fuck the rest""",1
"daftlimmy imagine being as successful as stephen king and still not getting to call the shots, that's mental",0
"you're just a ghost at most,
a set of empty bones,
searching for anything and everything to make you feel whole,
when it gets cold, oh oh oh",1
stats for the day have arrived. 1 new follower and no unfollowers : via https://t.co/ghwf5tfqed.,1
"my story ""my mother loves her robot more than me and i feel sad"" is in this collection https://t.co/zghbkd2vyg",0
"knowing when to intervene and when to just ""let it rock"" , lmao truth",1
"pros of living in new york:
ۢa lot of people have big shows here
cons:
ۢevery person and their mother feels the need to travel here to go",0
"light my fire mealkit 2.0 8-piece outdoor meal and prep kit, cyan https://t.co/ymomeevotm https://t.co/5slzyhsj0d",0
mine and galas facetime call literally consists of crying over zo and discussing our m&amp;g experiences and crying over them....,1
"tonytidbits no, human personhood is conferred for reason of being human. it is an essential property, and thus immutable. sentience is",0
"ieeevis leibatt on detail on demand visualization, and her system scalar. fixed interaction: constrained language btw user and system.",0
one more goal for the dailydouble footysupertips and ages to get it,0
kalpenn can't wait to hulu and hang to this,1
in the end i still hope it's me and you .,0
europeans deserve a better agricultural and food policy https://t.co/mnlhrwpdad,0
thatslvni gon head and go buy the mall while you at it _,0
all short sleeve and tanks are on sale!!!  prices range from $5-$9.95.  website is updated as well!!!,0
kakeru how abt u just shut ur fuck and stop being rude to my son,0
alexrosincth you shall be famous and i can eat all the sweets i want,0
the walking dead just gets better and better,0
fns_x hahaha and you snow that,0
next time don't honk stop the car and we can fight or you can come to my talons __,1
she said keep up the good work and god gone keep blessing you _,1
connorfranta &amp; joeygraceffa i was watching the little couple and your books where in the background,1
bless apu for blasting reliant k and switchfoot at cougar walk_,1
jaymaine_ pussy? stop playing with me fuck boy and waffle house,0
plunging people into poverty and selling the country to china. are we seriously going to sit and watch the tories do evil for 5 more years?,1
me and kels just made the most embarrassing cupcakes i have ever seen,1
kareemfenty tell roy nacho to distribute these and i will happily do so https://t.co/jdtq70a2j5,1
*jumping out of one conference room - i rush into the next where with a_sweet_idea and  leamills__  help we work for the believerpgala *,1
"instagram is an online photo sharing network that enables its users to take pictures and videos, and share the... https://t.co/eohtxclukt",0
krissstyn1 if i meant anything to you then you wouldn't publicly shame me on twitter and say how everything was a waste of time.,0
i realize i just retweeted something from curtis lepore and i had to undo that real quick,1
cartercruise fans! i need your help! i need the best and sexiest picture of her! if one stands out to me! i will have it inked for sleeve!,0
"and if it doesn't work out, you gonna be there to pick up the pieces?",1
"wearing baggy sweatshirt, sweatpants, no makeup and hair in a messy bun. happy idgaf day everyone!!!! __ salicerose idgaf",1
"lol wish i could drive, would be a blessing to get out the house and just go for a drive _",1
gsi super-quality multi-function mini dv high-definition 3mp camera/camcorder/webcam/voice-recorder for_ https://t.co/sezdrnvzea,0
macklemore&amp;ryan lewis//and we danced,0
"we did nothing for the syriacrisis, and i'm proud of any suffering we caused. the cpc will always ensure canada is a white nation cdnpoli",0
come and see me at chop house on broadway tonight __,1
"he goes for a nice ride in the countryside and the cops pounce on him, apalling policeinterceptors",0
davidl0ngley gravy mix and steak and kidney pie from sams....,0
someone keeps retweeting porn and someone saw it and now i wanna cry __,1
lauramarano you're so cute and awkward... i love it ____,1
i know what loyalty is and that's exactly what i am not one doubt about that,1
"bleusergy https://t.co/qzrbf5gvwv
this sums the main part, he's a little lewd and rude but damn good at his work",0
stanford opened at 11 and is now a 13 point favorite at wsu,0
"when u get trapped inside the teen wolf fandom and there is no way out __

teenwolfseason5b teenwolf https://t.co/rvadgowsid",0
shoutout to this gem for buying me chachos when i have had a super shitty day so far and taking picture on my phone https://t.co/3ljmaqrbbd,1
bellamysguns not a lot i just read a lot during school and i just dont have work today,1
